CITY NAME,ZIP,ADDRESSE ,OWNER,CARE OF,MAIL ADDRESSE,MAIL CITY,MAIL STATE,MAIL ZIP
DELTONA,32738,2663 ISLAND WALK DR,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2655 ISLAND WALK DR,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2651 ISLAND WALK DR,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,3243 WILD PEPPER CT,IH6 PROPERTY FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2880 LOCKWOOD BLVD,TRICON SFR 2024-4 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2644 COURTLAND BLVD,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2744 S ELSTON DR,IH3 PROPERTY FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3345 BRADFORD AVE,2019-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1758 VAN ALLEN CIR,2017-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,208 HERONWOOD CIR,TRICON SFR 2024-4 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2912 ELKCAM BLVD,BISMUTH PROPCO SERIES LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2872 ENGLISH DR,TAH MS BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1487 KEELING DR,THR FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,309 COVENTRY ESTATES BLVD,SFR JV-2 DDTL BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2181 KENT RD,2019-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,526 PEMBERTON AVE,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1778 HAZELTON AVE,TRICON SFR 2024-4 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3001 GALAXY ST,2018-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3181 SKY ST,SRP SUB LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1587 O HARA ST,TRICON SFR 2024-4 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2983 FOXBORO CIR,IH3 PROPERTY FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1380 MELSHIRE AVE,2017-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1541 PURITAN ST,SFR JV-2 2023-1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,937 SHORECREST AVE,BISMUTH PROPCO SERIES LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2517 WEATHERFORD DR,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1579 FERENDINA DR,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,880 GOLDCOAST DR,SFR JV-1 2019-1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1681 BREWTON CIR,2017-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,2584 SCOTTVILLE AVE,IH3 PROPERTY FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3331 BUCKLAND ST,THR FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2647 ISLAND WALK DR,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2786 FLYNN ST,SFR JV-2 2023-1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3790 RONDA DR,SRP SUB LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,142 COURTLAND BLVD,THR FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2950 BEDFORD ST,SFR JV-1 2021-1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1357 TROLLMAN AVE,TRICON SFR 2023-2 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2085 ALTOONA LN,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2901 JEWEL AVE,SFR JV-2 DDTL BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2871 CHALMER ST,SFR JV-HD 2024-1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2620 ISLAND WALK DR,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1395 VALHALLA ST,2018-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2031 W CANAL RD,2019-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,106 HEATHER LANE DR,SFR JV-1 2020-1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3236 SHINGLER TER,SWAY 2014 1 BORROWER LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1816 MONTECITO AVE,IH3 PROPERTY FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3049 WATERMAN ST,SRP SUB LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1232 COURTLAND BLVD,BISMUTH PROPCO SERIES LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3229 NOAH ST,2017-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1754 MCFARLANE AVE,IH3 PROPERTY FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1202 VOYAGER ST,THR FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1381 BROKEN PINE RD,SFR JV-2 2024-2 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,651 SULLIVAN ST,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2763 S SLATER DR,TAH MS BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,798 E NORMANDY BLVD,HPA III ACQUISITIONS 1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,230 WISTERIA CT,SFR XII NM ORLANDO OWNER 1 LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1284 COURTLAND BLVD,2017-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,832 FAIRBAIRN CT,SFR XII NM ORLANDO OWNER 1 LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3149 CLEWISTON ST,SFR JV-2 2024-2 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,950 COURTLAND BLVD,TRICON SFR 2024-4 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,3230 SCENIC WOODS DR,2018-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1971 MATICO AVE,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,317 COVENTRY ESTATES BLVD,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1570 LAVILLA ST,SWAY 2014 1 BORROWER LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2900 WINLOCK AVE,SRP SUB LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3165 RIVERHEAD DR,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,894 S DEAN CIR,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,2937 WILD PEPPER AVE,IH6 PROPERTY FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,629 GABLES CT,2017-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1791 OAK GROVE AVE,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,834 N 4TH AVE,SFR JV-2 2024-2 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1324 W HARTLEY CIR,2018-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,756 WATERFALL CIR,HPA III ACQUISITIONS I LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1213 ANDERSON ST,HPA III ACQUISITIONS 1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,164 LARCHMONT DR,SFR JV-2 2024-2 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1082 ANGORA ST,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3021 BLAINE CIR,TRICON SFR 2024-4 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,719 N 4TH AVE,SFR JV-2 2023-1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,632 WHIPPORWILL TER,HPA III ACQUISITIONS 1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3164 PIGEON COVE ST,2018-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2677 FAIR OAKS DR,IH4 PROPERTY FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32141,3307 PINE TREE DR,HPA III ACQUISITIONS I LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32132,603 CORAL TRACE BLVD,HPA III ACQUISITIONS 1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32141,2521 SILVER PALM DR,2017-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32141,204 TREE BRANCH LN,IH3 PROPERTY FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32132,1720 UMBRELLA TREE DR,THR FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32141,3211 YULE TREE DR,HPA US1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32141,2009 UMBRELLA TREE DR,HPA III ACQUISITIONS 1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32141,3132 TRAVELERS PALM DR,IH3 PROPERTY FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32141,3512 MANGO TREE DR,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32141,2613 TRAVELERS PALM DR,BISMUTH PROPCO SERIES LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32141,1940 COCO PALM DR,HPA III ACQUISITIONS 1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32141,3111 UMBRELLA TREE DR,IH3 PROPERTY FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32132,1725 PINE TREE DR,SRP SUB LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32132,621 CORAL TRACE BLVD,HPA III ACQUISITIONS 1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32132,1811 LIME TREE DR,HPA III ACQUISITIONS 1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32132,1427 VICTORY PALM DR,HPA III ACQUISITIONS I LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32141,214 OAK BRANCH DR,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32141,2944 KUMQUAT DR,IH3 PROPERTY FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32141,2933 SABAL PALM DR,HPA III ACQUISITIONS 1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32141,2314 GLENWOOD DR,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32141,3121 SILVER PALM DR,2018-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32141,3310 PINE TREE DR,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32141,2526 VISTA PALM DR,2018-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32141,2129 WILLOW OAK DR,HPA III ACQUISITIONS 1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32141,229 TWO OAKS DR,THR FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32141,1851 MANGO TREE DR,HPA III ACQUISITIONS 1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32132,562 CORAL TRACE BLVD,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32132,1026 BEULAH DR,HPA III ACQUISITIONS 1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32141,2723 DATE PALM DR,2017-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32141,2029 NEEDLE PALM DR,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32141,2032 MANGO TREE DR,2018-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32141,2314 UMBRELLA TREE DR,THR FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32132,1523 SABAL PALM DR,THR FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32141,2907 JUNIPER DR,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32141,415 SANDPIPER CT,IH2 PROPERTY FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32141,2114 SABAL PALM DR,HPA III ACQUISITIONS 1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32141,305 THREE OAKS DR,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32141,126 SAN REMO DR,HPA III ACQUISITIONS 1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32141,3004 VICTORY PALM DR,HPA III ACQUISITIONS 1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32141,2208 LIME TREE DR,HPA III ACQUISITIONS 1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32141,3212 SILVER PALM DR,HPA III ACQUISITIONS 1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32141,3004 JUNIPER DR,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32132,1829 NEEDLE PALM DR,HPA III ACQUISITIONS 1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32141,3004 ROYAL PALM DR,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32141,3417 YULE TREE DR,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32141,221 TWO OAKS DR,HPA III ACQUISITIONS 1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32132,1522 PINE TREE DR,HPA III ACQUISITIONS 1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32141,2933 UNITY TREE DR,HPA III ACQUISITIONS 1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32141,2504 ORANGE TREE DR,HPA IIIACQUISITIONS 1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32141,2717 ROYAL PALM DR,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32141,2947 SILVER PALM DR,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32141,2360 DATE PALM DR,HPA III ACQUISITIONS 1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32141,3224 MANGO TREE DR,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32141,309 THREE OAKS DR,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32141,3413 YULE TREE DR,HPA III ACQUISITIONS 1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32141,2821 INDIA PALM DR,HPA III ACQUISITIONS 1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32141,3412 INDIA PALM DR,HPA III ACQUISITIONS 1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32141,3103 LIME TREE DR,2017-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32141,3044 JUNIPER DR,HPA III ACQUISITIONS 1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32132,642 CORAL TRACE BLVD,HPA III ACQUISITIONS 1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32141,304 MARINERS GATE DR,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32141,2318 MANGO TREE DR,HPA III ACQUISITIONS 1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32141,3104 PINE TREE DR,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32141,3409 SILVER PALM DR,BISMUTH PROPCO SERIES LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32132,586 CORAL TRACE BLVD,IH2 PROPERTY FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32141,2407 WOODLAND DR,2017-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32132,1616 QUEEN PALM DR,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32141,3325 WOODLAND DR,HPA III ACQUISITIONS I LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32132,1515 PINE TREE DR,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32141,2019 SABAL PALM DR,HPA III ACQUISITIONS 1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32141,2229 UNITY TREE DR,HPA III ACQUISITIONS 1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32141,3431 KUMQUAT DR,HPA III ACQUISITIONS 1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
EDGEWATER,32141,2626 NEEDLE PALM DR,THR FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
HOLLY HILL,32174,1706 PALM RD,IH3 PROPERTY FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
HOLLY HILL,32117,1716 CORDOVA AVE,BISMUTH PROPCO SERIES LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
LAKE HELEN,32744,291 W PENNSYLVANIA AVE,THR FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
NEW SMYRNA BEACH,32168,1362 WAYNE AVE,2018-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
NEW SMYRNA BEACH,32168,3515 ROMEA CIR,HPA IIIACQUISITIONS 1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
NEW SMYRNA BEACH,32168,800 CORBIN PARK RD,SRP SUB LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
NEW SMYRNA BEACH,32168,3138 CRAB TRAP DR,HPA III ACQUISITIONS 1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
NEW SMYRNA BEACH,32168,2800 TURNBULL COVE DR,SRP SUB LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
NEW SMYRNA BEACH,32168,469 LUNA BELLA LN,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
NEW SMYRNA BEACH,32168,537 AEOLIAN DR,2018-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
NEW SMYRNA BEACH,32168,3320 PINO AVE,2018-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
NEW SMYRNA BEACH,32168,3367 MEDICI BLVD,2018-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
NEW SMYRNA BEACH,32168,2630 WESTWOOD AVE,IH3 PROPERTY FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
NEW SMYRNA BEACH,32168,729 GRAPE IVY LN,2018-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
NEW SMYRNA BEACH,32168,3322 PINTELLO AVE,THR FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
NEW SMYRNA BEACH,32168,3358 PEGASO AVE,2017-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
NEW SMYRNA BEACH,32168,63 CLUB HOUSE BLVD,HPA III ACQUISITIONS 1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
NEW SMYRNA BEACH,32168,489 TURNBULL BAY RD,MASCO CONTRACTOR SERVICES,% RYAN TAX CO SERVICE LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
NEW SMYRNA BEACH,32168,1150 TURNBULL BAY RD,GALE INDUSTRIES INC,C/O RYAN TAX CO SVC LLC,PO BOX 4900 DEPT 720,SCOTTSDALE,AZ,85261
NEW SMYRNA BEACH,32168,653 MIDDLEBURY LOOP,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
NEW SMYRNA BEACH,32168,834 PINE SHORES CIR,BRODERICK STREET HOMES LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
NEW SMYRNA BEACH,32168,601 TURNSTONE TRACE,2018-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
NEW SMYRNA BEACH,32168,2720 TURNBULL ESTATES DR,2018-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
NEW SMYRNA BEACH,32168,517 OLD MINORCAN TR,2018-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
OAK HILL,32759,200 NANCY ST,SRP SUB LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
ORANGE CITY,32763,553 CHARLES AVE,TRICON SFR 2024-4 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
ORANGE CITY,32763,125 E IRIS DR,HPA III ACQUISITIONS 1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
ORANGE CITY,32763,664 BLUE PARK RD,THR FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
ORANGE CITY,32763,908 DENALI DR,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
ORANGE CITY,32763,651 WILLIAMS AVE,HPA III ACQUISITIONS 1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
ORANGE CITY,32763,1155 15TH ST,SFR JV-2 2024-2 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
ORANGE CITY,32763,719 WILLIAMS AVE,SRP SUB LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
ORANGE CITY,32763,822 BIG BEND AVE,HPA III ACQUISITIONS 1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
ORANGE CITY,32763,931 CUYAHOGA DR,IH6 PROPERTY FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
ORANGE CITY,32763,1243 NATURAL OAKS DR,IH3 PROPERTY FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
ORANGE CITY,32763,700 FAWN RIDGE DR,SFR JV-2 2022-1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
